longitude,latitude
27.490292,53.851448
27.445674,53.876797
27.465121,53.86048
27.484604,53.866453
27.487544,53.869528
27.520489,53.888202
27.476564,53.850987
27.473944,53.850363
27.48647,53.868013
27.485804,53.867431
27.516247,53.88664
27.552726,53.897839
27.702744,53.950762
27.610212,53.924694
27.5259,53.844621
27.525839,53.848887
27.525292,53.849957
27.529633,53.844635
27.547173,53.940796
27.650571,53.901592
27.648801,53.901061
27.461762,53.895354
27.563876,53.864537
27.681792,54.001853
27.68177,54.001544
27.682242,54.002029
27.680879,53.999614
27.679184,54.002483
27.679227,54.002136
27.682521,54.010894
27.675483,53.953885
27.676277,53.955349
27.676556,53.954541
27.677264,53.953803
27.672147,53.959888
27.68046,53.953464
27.665656,53.996089
27.665817,53.997085
27.666063,53.99742
27.66616,53.99759
27.665763,53.997602
27.666106,53.99788
27.706426,53.849448
27.688617,53.857652
27.592176,53.908576
27.610331,53.837847
27.547023,53.941131
27.536251,53.964658
27.545199,53.968862
27.611205,53.948603
27.683399,53.927405
27.558303,53.873387
27.595595,53.805355
27.70963,53.942701
27.547125,53.960322
27.646132,53.894734
27.585564,53.903965
27.56142,53.904528
27.529792,53.905907
27.517574,53.907223
27.469221,53.932213
27.596382,53.909954
27.542134,53.889137
27.532602,53.903913
27.577623,53.905422
27.600551,53.89689
27.679811,53.837971
27.52956,53.907065
27.529088,53.907122
27.558684,53.86552
27.530727,53.894482
27.482159,53.859267
27.67314,53.936228
27.682943,53.945865
27.709996,53.951369
27.716162,53.954759
27.674817,53.856181
27.692735,53.852029
27.489516,53.935328
27.481362,53.936067
27.50886,53.933531
27.541456,53.911924
27.527768,53.921072
27.549701,53.907682
27.537937,53.916361
27.488187,53.938049
27.502437,53.906221
27.557207,53.905864
27.565877,53.899461
27.543799,53.899854
